unit_name,mean_risk,p80,p95
UP3 A,7.2278975286104385,7.766184668308387,7.987545628641214
UP3 B,37.789183672359066,40.15317897144296,41.16303865970238
UP3 C,44.061332979456125,46.57972781007922,47.731102237651186
UP3 D,14.455807997439715,15.429632435138382,15.839472286382739
UP3 E,3.3206500735371236,3.58248319868624,3.688700450311111
UP3 F,48.11166471725076,50.970687768539555,52.255669646257594
